class	cell_id	supervoxel_id	root_id	group	side	type	soma_division	manc_match_id	manc_predicted_nt	dimorphic	figure	name_in_figure
IN	23645	74386085056476918	648518346493324208	648518346493324208	R	IN21A012	T3	11550	acetylcholine	no	stereotypy	leg premotor circuit
IN	25487	73049422984273036	648518346500046476	648518346493324208	L	IN21A012	T3	11927	acetylcholine	no	stereotypy	leg premotor circuit
IN	21341	72555467922441842	648518346510034234	648518346493324208	L	IN21A012	T2	11965	acetylcholine	no	stereotypy	leg premotor circuit
IN	15839	72342849727112323	648518346496316940	648518346493324208	L	IN21A012	T1	12202	acetylcholine	no	stereotypy	leg premotor circuit
IN	20619	73821968281345695	648518346494048503	648518346492181871	R	IN21A015	T2	11297	glutamate	no	stereotypy	leg premotor circuit
IN	16170	72342918580738709	648518346492181871	648518346492181871	L	IN21A015	T1	11941	glutamate	no	stereotypy	leg premotor circuit
IN	23758	74245416354570132	648518346500286268	648518346492181871	R	IN21A015	T3	12105	glutamate	no	stereotypy	leg premotor circuit
IN	21518	72696274264478797	648518346500393176	648518346492181871	L	IN21A015	T2	12299	glutamate	no	stereotypy	leg premotor circuit
IN	15770	74172437344436233	648518346514655175	648518346492181871	R	IN21A015	T1	13141	glutamate	no	stereotypy	leg premotor circuit
IN	24488	73049216691459653	648518346506713122	648518346492181871	L	IN21A015	T3	22039	glutamate	no	stereotypy	leg premotor circuit
IN	25202	73260460430103242	648518346492630211	648518346486095742	L	IN21A017	T3	11631	acetylcholine	no	stereotypy	leg premotor circuit
IN	21243	74103580629774755	648518346486095742	648518346486095742	R	IN21A017	T2	12073	acetylcholine	no	stereotypy	leg premotor circuit
IN	15879	74102136782860382	648518346496538743	648518346486095742	R	IN21A017	T1	12233	acetylcholine	no	stereotypy	leg premotor circuit
IN	21154	72625836666588223	648518346498251930	648518346486095742	L	IN21A017	T2	12240	acetylcholine	no	stereotypy	leg premotor circuit
IN	15968	72272549568079935	648518346509377402	648518346486095742	L	IN21A017	T1	12283	acetylcholine	no	stereotypy	leg premotor circuit
IN	20660	73821968482543455	648518346488542136	648518346488542136	R	IN21A026	T2	17073	glutamate	dimorphic in connectivity	dimorphic DN figure, DNa12	IN21A026_f
IN	22191	73400441332895499	648518346472751563	648518346472751563	L	IN23B012	A1	13474	acetylcholine	no	dimorphic DN figure, DNp13	IN23B012
IN	22047	73541110101805606	648518346500806300	648518346472751563	R	IN23B012	A1	14368	acetylcholine	no	dimorphic DN figure, DNp13	IN23B012
IN	15705	73257644206740692	648518346488166224	648518346488166224	R	IN27X001	T1	10348	gaba	dimorphic in connectivity	dimorphic AN figure	IN27X001_f
IN	15937	73116975370681116	648518346491241336	648518346488166224	L	IN27X001	T1	10441	gaba	dimorphic in connectivity	dimorphic AN figure	IN27X001_f
IN	23961	73612097992700836	648518346474699202	648518346474699202	L	IN27X004	A1	10197	glutamate	no	dimorphic DN figure, DNp13	IN27X004
IN	24261	73682535523301658	648518346489861215	648518346474699202	R	IN27X004	A1	10330	glutamate	no	dimorphic DN figure, DNp13	IN27X004
IN	15717	73187275529671707	648518346501378838	648518346496232906	L	IN27X005	T1	10435	gaba	no	stereotypy	leg premotor circuit
IN	15989	73257712926537834	648518346496232906	648518346496232906	R	IN27X005	T1	10989	gaba	no	stereotypy	leg premotor circuit
IN	15982	73328081536253207	648518346480838657	648518346480838657	R	IN27X014	T1	11917	gaba	dimorphic in connectivity	dimorphic DN figure, DNa12	IN27X014_f
IN	16127	73116975303335109	648518346487932240	648518346480838657	L	IN27X014	T1	174427	gaba	dimorphic in connectivity	dimorphic DN figure, DNa12	IN27X014_f
IN	15491	73961261586961491	648518346491282040	648518346484896845	R	INXXX003	T1	10059	gaba	no	stereotypy	leg premotor circuit
IN	16513	72413355373285266	648518346484896845	648518346484896845	L	INXXX003	T1	10065	gaba	no	stereotypy	leg premotor circuit
IN	19150	73047362742159873	648518346481561957	648518346465292405	L	INXXX008	T2	10222	glutamate	no	stereotypy	leg premotor circuit
IN	19189	73188100163335459	648518346465292405	648518346465292405	R	INXXX008	T2	15067	glutamate	no	stereotypy	leg premotor circuit
IN	20837	73892405342194979	648518346495972298	648518346495972298	R	INXXX011	T2	10500	acetylcholine	no	stereotypy	leg premotor circuit
IN	21304	72907311576197214	648518346496953346	648518346495972298	L	INXXX011	T2	10509	acetylcholine	no	stereotypy	leg premotor circuit
IN	14227	73678893592491600	648518346478878068	648518346472573387	R	INXXX036	T1	11031	acetylcholine	no	stereotypy	leg premotor circuit
IN	14569	72975343656832381	648518346472573387	648518346472573387	L	INXXX036	T1	11324	acetylcholine	no	stereotypy	leg premotor circuit
IN	26527	73963734883648747	648518346491303203	648518346482787493	R	INXXX039	A2	10992	acetylcholine	dimorphic in morphology	dimorphic DN figure, DNp13	INXXX039
IN	22876	73260047643542661	648518346482787493	648518346482787493	L	INXXX039	A2	11021	acetylcholine	dimorphic in morphology	dimorphic DN figure, DNp13	INXXX039
IN	20571	73892336488563431	648518346488171088	648518346470655742	R	INXXX042	T2	11125	acetylcholine	no	stereotypy	leg premotor circuit
IN	21052	72766505502558738	648518346470655742	648518346470655742	L	INXXX042	T2	11266	acetylcholine	no	stereotypy	leg premotor circuit
IN	20240	73329316876066979	648518346501618776	648518346501618776	L	INXXX064	T3	11390	acetylcholine	no	stereotypy	leg premotor circuit
IN	20042	73399617034971523	648518346517552938	648518346501618776	R	INXXX064	T3	11439	acetylcholine	no	stereotypy	leg premotor circuit
IN	22772	74034035110038700	648518346500194047	648518346500194047	R	INXXX073	A1	11742	acetylcholine	no	stereotypy	leg premotor circuit
IN	22939	73119310423300860	648518346501573464	648518346500194047	L	INXXX073	A1	11992	acetylcholine	no	stereotypy	leg premotor circuit
IN	22687	73471085559247825	648518346486754556	648518346477854957	L	INXXX078	T3	11898	gaba	dimorphic in connectivity	dimorphic AN figure	INXXX078_f
IN	22621	73752491749439210	648518346479718294	648518346477854957	R	INXXX078	T3	12084	gaba	dimorphic in connectivity	dimorphic AN figure	INXXX078_f
IN	22425	73893160182711521	648518346496049725	648518346477854957	R	INXXX078	A1	13341	gaba	dimorphic in connectivity	dimorphic AN figure	INXXX078_f
IN	22812	73330347936688549	648518346477854957	648518346477854957	L	INXXX078	A1	13930	gaba	dimorphic in connectivity	dimorphic AN figure	INXXX078_f
IN	14896	73045849906954381	648518346492971694	648518346492971694	L	INXXX089	T1	11729	acetylcholine	no	stereotypy	leg premotor circuit
IN	14676	73679099885233180	648518346510024506	648518346492971694	R	INXXX089	T1	13508	acetylcholine	no	stereotypy	leg premotor circuit
IN	22414	74033897469594580	648518346500411964	648518346497020844	R	INXXX095	A1	11937	acetylcholine	dimorphic in connectivity	dimorphic AN figure	INXXX095_f
IN	22172	74033760030646878	648518346514160427	648518346497020844	R	INXXX095	A1	12031	acetylcholine	dimorphic in connectivity	dimorphic AN figure	INXXX095_f
IN	22493	73119172850424829	648518346497020844	648518346497020844	L	INXXX095	A1	12087	acetylcholine	dimorphic in connectivity	dimorphic AN figure	INXXX095_f
IN	22279	73119035344427471	648518346512256447	648518346497020844	L	INXXX095	A1	12097	acetylcholine	dimorphic in connectivity	dimorphic AN figure	INXXX095_f
IN	21239	73540629199640564	648518346489431237	648518346489431237	R	INXXX104	A1	12346	acetylcholine	no	dimorphic DN figure, DNp13	INXXX104
IN	21762	73188991637416023	648518346489656371	648518346489431237	L	INXXX104	A1	12493	acetylcholine	no	dimorphic DN figure, DNp13	INXXX104
IN	25141	73119722740575887	648518346496216166	648518346488839352	L	INXXX115	A1	12407	acetylcholine	no	stereotypy	leg premotor circuit
IN	22832	74174772464160915	648518346488839352	648518346488839352	R	INXXX115	A1	12976	acetylcholine	no	stereotypy	leg premotor circuit
IN	22542	74174703878596840	648518346476906440	648518346476906440	R	INXXX121	A1	12793	acetylcholine	no	dimorphic DN figure, DNp13	INXXX121
IN	23362	72978641654708839	648518346479510482	648518346476906440	L	INXXX121	A1	13420	acetylcholine	no	dimorphic DN figure, DNp13	INXXX121
IN	23369	73189747551778297	648518346531217690	648518346531217690	L	INXXX247	A2	17540	acetylcholine	no	dimorphic DN figure, DNp13	INXXX247
IN	26525	73471497272095416	648518346478269141	648518346478269141	R	INXXX301	A2	16584	acetylcholine	no	dimorphic DN figure, DNp13	INXXX301
IN	22618	73330278747294592	648518346511874495	648518346511874495	L	INXXX315	A1	14094	acetylcholine	no	dimorphic DN figure, DNp13	INXXX315
IN	22724	73752560401719811	648518346496529527	648518346480946176	R	INXXX355	A1	24613	glutamate	dimorphic in connectivity	dimorphic DN figure, DNa12	INXXX355_f
IN	22920	73400785467384837	648518346480946176	648518346480946176	L	INXXX355	A1	27839	glutamate	dimorphic in connectivity	dimorphic DN figure, DNa12	INXXX355_f
IN	18756	73891512794347399	648518346467462919	648518346467462919	R	INXXX464	T2	100544	acetylcholine	no	stereotypy	leg premotor circuit
IN	14342	73819699800474915	648518346494049783	648518346467462919	R	INXXX464	T1	10274	acetylcholine	no	stereotypy	leg premotor circuit
IN	22681	74667354613023609	648518346501788010	648518346467462919	R	INXXX464	T3	10677	acetylcholine	no	stereotypy	leg premotor circuit
IN	25555	72767948208895748	648518346500127299	648518346467462919	L	INXXX464	T3	10927	acetylcholine	no	stereotypy	leg premotor circuit
IN	18614	72343399751302061	648518346499890245	648518346467462919	L	INXXX464	T2	11450	acetylcholine	no	stereotypy	leg premotor circuit
IN	14127	73045506242446458	648518346481651905	648518346467462919	L	INXXX464	T1	162543	acetylcholine	no	stereotypy	leg premotor circuit
IN	14245	73115943840277576	648518346497857270	648518346493079282	L	INXXX466	T1	11751	acetylcholine	no	stereotypy	leg premotor circuit
IN	18297	72343330495004251	648518346518573142	648518346493079282	L	INXXX466	T2	11767	acetylcholine	no	stereotypy	leg premotor circuit
IN	17611	73680200135110586	648518346493079282	648518346493079282	R	INXXX466	T2	12107	acetylcholine	no	stereotypy	leg premotor circuit
IN	14286	72834468930686778	648518346481836221	648518346470473982	L	INXXX468	T1	13246	acetylcholine	no		
IN	24116	74456592044793859	648518346476912584	648518346470473982	R	INXXX468	T3	13293	acetylcholine	no		
IN	24793	73049286283440545	648518346496759780	648518346470473982	L	INXXX468	T3	13323	acetylcholine	no		
IN	18742	73821143983008026	648518346470473982	648518346470473982	R	INXXX468	T2	13511	acetylcholine	no		
IN	24237	74386223233694106	648518346487330707	648518346470473982	R	INXXX468	T3	13574	acetylcholine	no		
IN	24924	73190023704736824	648518346501006102	648518346470473982	L	INXXX468	T3	14084	acetylcholine	no		
IN	14192	73678825275636596	648518346490344970	648518346470473982	R	INXXX468	T1	14230	acetylcholine	no		
IN	18003	72484000270468159	648518346481423041	648518346470473982	L	INXXX468	T2	14588	acetylcholine	no		
IN	14282	73678893928117634	648518346502518342	648518346470473982	R	INXXX468	T1	14650	acetylcholine	no		
IN	14177	72904768888299024	648518346499980428	648518346470473982	L	INXXX468	T1	15115	acetylcholine	no		
IN	18514	73891444074838736	648518346501246563	648518346470473982	R	INXXX468	T2	30260	acetylcholine	no		
IN	26526	73893159981044180	648518346483470782	648518346483470782	R	INXXX998	A	dim		dimorphic in connectivity	dimorphic DN figure, DNp13	INXXX998
IN	22689	73259978856970244	648518346501778249	648518346483470782	L	INXXX998	A	dim		dimorphic in connectivity	dimorphic DN figure, DNp13	INXXX998
IN	22312	73963460140386313	648518346510175526	648518346510175526	R	INXXX999	A	dim		dimorphic	dimorphic DN figure, DNp13	INXXX999
IN	22628	73189541661798201	648518346515427911	648518346510175526	L	INXXX999	A	dim		dimorphic	dimorphic DN figure, DNp13	INXXX999
IN	22411	73822792646517501	648518346500871859	648518346500871859	R	LBL40	T3	10994	acetylcholine	no	stereotypy	leg premotor circuit
MN	627	73612510376492462	648518346481415567	648518346481415567	R	MNad22	A7	10383	glutamate	dimorphic in connectivity	dimorphic overview figure	MNad22
MN	26209	73471910260136427	648518346486809988	648518346481415567	L	MNad22	A7	10386	glutamate	dimorphic in connectivity	dimorphic overview figure	MNad22
MN	174	72904906528605626	648518346493836024	648518346472449995	R	Ti flexor	T1	13283	glutamate	no	dimorphic DN figure, DNa12	Ti flexor
MN	144	72623500271284033	648518346494269831	648518346472449995	R	Ti flexor	T1	13399	glutamate	no	dimorphic DN figure, DNa12	Ti flexor
MN	222	73890000361756780	648518346494836402	648518346472449995	L	Ti flexor	T1	15149	glutamate	no	dimorphic DN figure, DNa12	Ti flexor
MN	228	73890000227748737	648518346472449995	648518346472449995	L	Ti flexor	T1	15321	glutamate	no	dimorphic DN figure, DNa12	Ti flexor
MN	153	72693800228889218	648518346491041571	648518346488768349	R	Acc. ti flexor	T1	12761	glutamate	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	248	74030875423087877	648518346488768349	648518346488768349	L	Acc. ti flexor	T1	13397	glutamate	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	218	73890137666662608	648518346490791971	648518346490791971	R	Acc. ti flexor	T1	14824	glutamate	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	142	72553200246751248	648518346496059082	648518346490791971	L	Acc. ti flexor	T1	18412	glutamate	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	254	74101312685642218	648518346501300835	648518346490791971	R	Acc. ti flexor	T1	20605	gaba	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	159	72764237625492693	648518346491774737	648518346490791971	L	Acc. ti flexor	T1	23698	glutamate	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	177	72904906595745997	648518346483309502	648518346480803805	L	Acc. ti flexor	T1	15791	glutamate	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	195	73678894062362420	648518346480803805	648518346480803805	R	Acc. ti flexor	T1	19048	glutamate	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	190	73045644016979566	648518346479331004	648518346465963568	R	Acc. ti flexor	T1	13819	glutamate	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	251	74030875289189109	648518346465963568	648518346465963568	R	Acc. ti flexor	T1	15367	glutamate	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	212	73819631483438722	648518346492305091	648518346465963568	L	Acc. ti flexor	T1	16632	gaba	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	165	72834537717317068	648518346481549249	648518346465963568	L	Acc. ti flexor	T1	101043	glutamate	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	152	72693868948515653	648518346482926501	648518346482926501	L	Acc. ti flexor	T1	17885	glutamate	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	227	73890068947180600	648518346489629023	648518346482926501	R	Acc. ti flexor	T1	18963	acetylcholine	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	140	72553131393045353	648518346484809885	648518346484809885	L	Ti flexor	T1	12134	glutamate	no	dimorphic DN figure, DNa12	Ti flexor
MN	249	74030875221766628	648518346494774179	648518346484809885	R	Ti flexor	T1	13563	unknown	no	dimorphic DN figure, DNa12	Ti flexor
MN	160	72764237826748104	648518346496932836	648518346479055568	R	Ti flexor	T1	13163	unknown	no	dimorphic DN figure, DNa12	Ti flexor
MN	239	73960368904687428	648518346498417201	648518346479055568	L	Ti flexor	T1	14798	glutamate	no	dimorphic DN figure, DNa12	Ti flexor
MN	129	72482762716040225	648518346479055568	648518346479055568	R	Ti flexor	T1	14848	unknown	no	dimorphic DN figure, DNa12	Ti flexor
MN	241	73960437557120982	648518346487665131	648518346479055568	L	Ti flexor	T1	17133	unknown	no	dimorphic DN figure, DNa12	Ti flexor
MN	158	72764237692515568	648518346466833006	648518346466833006	L	Acc. ti flexor	T1	18554	glutamate	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	149	72693937667909792	648518346500582360	648518346466833006	R	Acc. ti flexor	T1	26658	unknown	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	202	73749331525715902	648518346492577211	648518346466833006	R	Acc. ti flexor	T1	26777	unknown	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	247	74030806569591879	648518346483182756	648518346466833006	L	Acc. ti flexor	T1	166374	glutamate	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	143	72623431484687473	648518346479349137	648518346479180177	L	Acc. ti flexor	T1	15023	glutamate	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	201	73749194019706370	648518346479180177	648518346479180177	R	Acc. ti flexor	T1	20373	glutamate	no	dimorphic DN figure, DNa12	Acc. ti flexor
MN	449	72697236337133915	648518346490069531	648518346488596617	L	MNhl59	T3	11809	glutamate	no	dimorphic DN figure, DNp13	MNhl59
MN	479	74667354478683312	648518346488596617	648518346488596617	R	MNhl59	T3	13543	glutamate	no	dimorphic DN figure, DNp13	MNhl59
MN	464	73823066651648135	648518346476455798	648518346476455798	R	MNhl87	T3	15857	glutamate	no	dimorphic DN figure, DNp13	MNhl87
MN	462	73330554229273627	648518346494293895	648518346476455798	L	MNhl87	T3	17761	glutamate	no	dimorphic DN figure, DNp13	MNhl87
MN	274	72554300093713576	648518346501373528	648518346501373528	L	b1 MN	T2	10013	unknown	no	dimorphic DN figure, DNp13	b1 MN
MN	294	73680200336249760	648518346518399574	648518346501373528	R	b1 MN	T2	10017	glutamate	no	dimorphic DN figure, DNp13	b1 MN
MN	293	73539531433271356	648518346492292223	648518346492292223	R	b2 MN	T2	10064	glutamate	no	dimorphic DN figure, DNp13	b2 MN
MN	270	72483999666645459	648518346493634040	648518346492292223	L	b2 MN	T2	10131	unknown	no	dimorphic DN figure, DNp13	b2 MN
MN	565	74526754093661027	648518346486370962	648518346465252469	R	Sternal anterior rotator MN	T3	11022		no	stereotypy	DNa02 circuit
MN	602	74667423332357891	648518346494458759	648518346465252469	R	Sternal anterior rotator MN	T3	11562		no	stereotypy	DNa02 circuit
MN	214	73819631080758329	648518346500735192	648518346465252469	R	Sternal anterior rotator MN	T1	13300		no	stereotypy	DNa02 circuit
MN	347	72343331031800047	648518346524320517	648518346465252469	L	Sternal anterior rotator MN	T2	16295		no	stereotypy	DNa02 circuit
MN	166	72834468796610765	648518346487504531	648518346465252469	L	Sternal anterior rotator MN	T1	17176		no	stereotypy	DNa02 circuit
MN	486	72697167617565183	648518346494753669	648518346465252469	L	Sternal anterior rotator MN	T3	18471		no	stereotypy	DNa02 circuit
MN	356	72413699440335659	648518346514469854	648518346465252469	L	Sternal anterior rotator MN	T2	20119		no	stereotypy	DNa02 circuit
MN	210	73819631282216707	648518346495499883	648518346465252469	R	Sternal anterior rotator MN	T1	22215		no	stereotypy	DNa02 circuit
MN	435	74243286923377682	648518346499563358	648518346465252469	R	Sternal anterior rotator MN	T2	24669		no	stereotypy	DNa02 circuit
MN	146	72623499935884928	648518346479325585	648518346465252469	L	Sternal anterior rotator MN	T1	26566		no	stereotypy	DNa02 circuit
MN	480	72626935976917045	648518346465252469	648518346465252469	L	Sternal anterior rotator MN	T3	164741		no	stereotypy	DNa02 circuit
MN	408	74102481050967449	648518346502030921	648518346465252469	R	Sternal anterior rotator MN	T2	219796		no	stereotypy	DNa02 circuit
MN	238	73960437288620990	648518346486571929	648518346486571929	R	Tergopleural/Pleural promotor MN	T1	12628	glutamate	dimorphic in connectivity	dimorphic DN figure, DNa12	Tergopleural/Pleural promotor MN_f
MN	180	72904974778192622	648518346500725685	648518346486571929	L	Tergopleural/Pleural promotor MN	T1	12686	glutamate	dimorphic in connectivity	dimorphic DN figure, DNa12	Tergopleural/Pleural promotor MN_f
MN	250	74030943538902784	648518346514660039	648518346486571929	R	Tergopleural/Pleural promotor MN	T1	16250	glutamate	dimorphic in connectivity	dimorphic DN figure, DNa12	Tergopleural/Pleural promotor MN_f
MN	192	73045712132403395	648518346491659326	648518346486571929	L	Tergopleural/Pleural promotor MN	T1	19319	glutamate	dimorphic in connectivity	dimorphic DN figure, DNa12	Tergopleural/Pleural promotor MN_f
MN	586	74597054185486257	648518346488949853	648518346481125722	R	Ti extensor MN	T3	13006	glutamate	dimorphic in connectivity	dimorphic DN figure, DNa12	Ti extensor MN_f
MN	483	72627004830350128	648518346481125722	648518346481125722	L	Ti extensor MN	T3	13075	glutamate	dimorphic in connectivity	dimorphic DN figure, DNa12	Ti extensor MN_f
IN	19357	72554848641965061	648518346492445055	648518346492445055	L	w-cHIN	T2	10073	glutamate	no	stereotypy	w-cHIN
IN	19456	74173398879881484	648518346520525622	648518346492445055	R	w-cHIN	T2	10105	acetylcholine	no	stereotypy	w-cHIN
IN	19892	73892130128763534	648518346518741727	648518346492445055	R	w-cHIN	T2	10170	gaba	no	stereotypy	w-cHIN
IN	19396	72625286105378635	648518346493107520	648518346492445055	L	w-cHIN	T2	10366	gaba	no	stereotypy	w-cHIN
IN	20230	73047842704683218	648518346487927106	648518346483903381	L	w-cHIN	T2	10147	glutamate	no	stereotypy	w-cHIN
IN	19583	72554986147730292	648518346500038028	648518346483903381	L	w-cHIN	T2	10183	acetylcholine	no	stereotypy	w-cHIN
IN	19950	73892198781100170	648518346500236287	648518346483903381	R	w-cHIN	T2	10244	acetylcholine	no	stereotypy	w-cHIN
IN	19712	73962429952213160	648518346483903381	648518346483903381	R	w-cHIN	T2	10251	acetylcholine	no	stereotypy	w-cHIN
IN	20094	73892198915240444	648518346472332747	648518346472332747	R	w-cHIN	T2	10468	glutamate	no	stereotypy	w-cHIN
IN	19235	72554779855109329	648518346486024900	648518346472332747	L	w-cHIN	T2	10510	glutamate	no	stereotypy	w-cHIN
IN	20267	72907105149305753	648518346489432261	648518346472332747	L	w-cHIN	T2	10667	glutamate	no	stereotypy	w-cHIN
IN	19694	73962430019330416	648518346482618665	648518346472332747	R	w-cHIN	T2	10668	gaba	no	stereotypy	w-cHIN
IN	missing FANC match	missing FANC match	missing FANC match	missing FANC match	L	w-cHIN	T2	10481	acetylcholine	no	stereotypy	w-cHIN
IN	missing FANC match	missing FANC match	missing FANC match	missing FANC match	R	w-cHIN	T2	10842	acetylcholine	no	stereotypy	w-cHIN
