xyz	x	y	z	supervoxel_id	root_id	root_side	soma_side	class	type	long_tract_from_manc	soma_location	predicted_nt	predicted_nt_prob	predicted_nt_new	hemibrain_type	hemilineage
(129446, 76963, 5798)	129446	76963	5798	79521423303088715	720575940621817326	L	R	DN	DNg11	ITD	g	ACH	0.41	unk		LB6
(131262, 79313, 5798)	131262	79313	5798	79662298230421922	720575940646160948	L	L	DN	DNpe048		p	SER	0.66	other	SMP367	SMPpv1
(126271, 81103, 5798)	126271	81103	5798	79310591948468498	720575940620859630	L	R	DN	DNge052		g	GABA	0.41	unk		putative_primary
(127136, 83143, 5799)	127136	83143	5799	79381098131585396	720575940620543025	L	L	DN	DNg34	DLV	g	OCT	0.79	other		putative_primary
(126399, 81953, 5798)	126399	81953	5798	79310660667924823	720575940648180868	L	R	DN	DNge057		g	ACH	0.76	ACH		
(124319, 78795, 5798)	124319	78795	5798	79169717021135569	720575940624394498	L	L	DN	DNg12_a	none	g	ACH	0.85	ACH		MX12
(126335, 80731, 5798)	126335	80731	5798	79310591948453647	720575940612366322	L	L	DN	DNge045		g	ACH	0.56	unk		LB3
(124092, 78591, 5798)	124092	78591	5798	79169717021137576	720575940611700520	L	L	DN	DNg12_b	none	g	ACH	0.8	ACH		MX12
(129172, 77197, 5798)	129172	77197	5798	79521423303085215	720575940611765201	L	R	DN	DNge071		g	ACH	0.45	unk		LB6
(129150, 74963, 5798)	129150	74963	5798	79521285864134298	720575940623203004	L	L	DN	DNp17	ITD	p		0	unk	DNp16/17	PSp2
(124535, 78811, 5798)	124535	78811	5798	79169717021143907	720575940628441862	L	L	DN	DNge026		g	GLUT	0.48	unk		putative_primary
(127781, 82727, 5799)	127781	82727	5799	79381098131582300	720575940625673196	L	L	DN	DNp71		p	ACH	0.92	ACH	DNp09	SMPpv2_ventral
(124355, 78976, 5798)	124355	78976	5798	79169717021147083	720575940627814522	L	L	DN	DNg12_e	none	g	ACH	0.5	unk		MX12
(124398, 79238, 5798)	124398	79238	5798	79169717021133551	720575940612427414	L	L	DN	DNge020		g	ACH	0.85	ACH		MX12
(126086, 82048, 5798)	126086	82048	5798	79310660667938317	720575940611881139	L	L	DN	DNge068		g		0	unk		putative_primary
(129085, 75142, 5798)	129085	75142	5798	79521285864144625	720575940629586417	L	R	DN	DNp73		p		0	unk		
(129339, 80473, 5798)	129339	80473	5798	79521629461514066	720575940632458514	L	L	DN	DNg08	ITD	g	GLUT	0.85	GLUT		MX3
(129276, 80631, 5798)	129276	80631	5798	79521698180989615	720575940630059087	L	L	DN	DNg106		g		0	unk		MX3
(129226, 81651, 5798)	129226	81651	5798	79521766900478846	720575940621804159	L	L	DN	DNp12	DLV	p	ACH	0.89	ACH	WED105	putative_primary
(129890, 82501, 5798)	129890	82501	5798	79521766900463125	720575940607761244	L	R	DN	DNg29	DLV	g	ACH	0.91	ACH		MX7__prim
(129703, 75177, 5798)	129703	75177	5798	79521285864127201	720575940636879534	L	R	DN	DNpe013		p	ACH	0.92	ACH	PS168	putative_primary
(131071, 76631, 5798)	131071	76631	5798	79662160791458687	720575940622673860	L	L	DN	DNp06	DLV	p	ACH	0.41	unk	DNp06	SMPpv2_ventral
(130439, 80122, 5798)	130439	80122	5798	79591998205694102	720575940648636292	L	R	DN	DNb09	MTD-I	b	GLUT	0.6	unk	DNb01	putative_primary
(130832, 77351, 5798)	130832	77351	5798	79591792047264066	720575940626889491	L	R	DN	DNge124		g	ACH	0.77	ACH		putative_primary
(126709, 80693, 5798)	126709	80693	5798	79310591948457726	720575940616649845	L	L	DN	DNpe003		p	ACH	0.94	ACH	VES081	putative_primary
(126240, 80048, 5798)	126240	80048	5798	79310523228981965	720575940628498161	L	L	DN	DNp08	DMT	p	GLUT	0.54	unk	PS271	PSp3
(129072, 75311, 5798)	129072	75311	5798	79521285864135662	720575940616647483	L	L	DN	DNp19	MTD-I	p	ACH	0.75	ACH	DNp19	putative_primary
(127905, 81547, 5798)	127905	81547	5798	79381029412117753	720575940629806974	L	R	DN	DNge078		g	ACH	0.66	ACH		MX12__prim
(128425, 82130, 5798)	128425	82130	5798	79451398156293907	720575940630221509	L	R	DN	DNp67	DLV	p	ACH	0.92	ACH	CL139	SMPpv2_dorsal
(129088, 81858, 5798)	129088	81858	5798	79521766900483573	720575940631543414	L	R	DN	DNge120		g		0	unk		MX3
(130456, 77177, 5798)	130456	77177	5798	79591792047279128	720575940614909506	L	R	DN	DNge123		g	GLUT	0.86	GLUT		MX12__prim
(130667, 79055, 5798)	130667	79055	5798	79591929486230304	720575940620322497	L	L	DN	DNae009		a	ACH	0.67	ACH	PS009	WEDd1
(124454, 77524, 5798)	124454	77524	5798	79169648301666973	720575940635175263	L	L	DN	DNg12_c	none	g	ACH	0.7	ACH		MX12
(129200, 83773, 5798)	129200	83773	5798	79521904339410317	720575940633771745	L	R	DN	DNg20	VTV	g	GABA	0.61	unk		MX3
(129335, 74747, 5798)	129335	74747	5798	79521285864140218	720575940618550699	L	L	DN	DNpe015		p	ACH	0.56	unk		PSp2
(129527, 74777, 5798)	129527	74777	5798	79521285864131735	720575940615219417	L	L	DN	DNp16	ITD	p	ACH	0.77	ACH	DNp16	PSp2
(130666, 78281, 5798)	130666	78281	5798	79591860766750616	720575940612692889	L	L	DN	DNg63	MTD-I	g	ACH	0.67	ACH		putative_primary
(129438, 74765, 5798)	129438	74765	5798	79521285864133031	720575940615630237	L	L	DN	DNpe015		p	SER	0.57	unk		PSp2
(126744, 75734, 5798)	126744	75734	5798	79310248351081792	720575940606607234	L	R	DN	DNge040		g	GLUT	0.55	unk		MD3
(129780, 80121, 5798)	129780	80121	5798	79521629461512396	720575940615659521	L	R	DN	DNge091		g		0	unk		LB7
(127154, 83010, 5799)	127154	83010	5799	79381098131584304	720575940621388453	L	L	DN	DNd02	DLV	d		0	unk	SAD039	putative_primary
(129126, 74808, 5798)	129126	74808	5798	79521285864130474	720575940603489824	L	L	DN	DNpe015		p	SER	0.82	other		PSp2
(125640, 76907, 5798)	125640	76907	5798	79239948326376087	720575940629327659	L	L	DN	DNa02	ITD	a	ACH	0.81	ACH	DNa02	WEDd1
(129317, 74823, 5798)	129317	74823	5798	79521285864134223	720575940622917351	L	L	DN	DNpe008		p		0	unk	PS228	PSp2
(130772, 81132, 5798)	130772	81132	5798	79592066925178235	720575940628264585	L	R	DN	DNge129		g	GABA	0.68	GABA		MD3
(127945, 75548, 5798)	127945	75548	5798	79450985839448020	720575940616935838	L	R	DN	DNg10	ITD	g	ACH	0.56	unk		LB6
(123418, 76223, 5798)	123418	76223	5798	79099142118535881	720575940614352278	L	L	DN	DNge004		g	GLUT	0.58	unk		putative_primary
(130890, 77562, 5798)	130890	77562	5798	79591860766750151	720575940625094325	L	L	DN	DNae008		a	ACH	0.87	ACH	PS012	WEDd1
(130308, 76670, 5798)	130308	76670	5798	79591792047274682	720575940621336852	L	R	DN	DNg42	MTD-I	g	GLUT	0.74	GLUT		MX3
(124085, 78877, 5798)	124085	78877	5798	79169717021145906	720575940604930481	L	L	DN	DNge019		g	ACH	0.61	unk		MX12
(128364, 75653, 5798)	128364	75653	5798	79450985839445466	720575940627303699	L	R	DN	DNg10	ITD	g		0	unk		LB6
(124326, 77707, 5798)	124326	77707	5798	79169648301664992	720575940618147520	L	L	DN	DNg12_b	none	g	ACH	0.54	unk		MX12
(130238, 76425, 5798)	130238	76425	5798	79591792047272765	720575940613358450	L	L	DN	DNbe005		b		0	unk	PS069	putative_primary
(129503, 83893, 5798)	129503	83893	5798	79521904339415075	720575940632524559	L	R	DN	DNg70	VTV	g	GABA	0.43	unk		MX3
(129684, 76229, 5798)	129684	76229	5798	79521354583617043	720575940620621190	L	L	DN	DNg99		g		0	unk		MD3
(129833, 74802, 5798)	129833	74802	5798	79521285864144424	720575940607971337	L	L	DN	DNpe012		p	ACH	0.82	ACH	PS221	PSp2
(129551, 79495, 5798)	129551	79495	5798	79521629461521034	720575940618086535	L	R	DN	DNge115		g	ACH	0.75	ACH		LB7
(129022, 80649, 5798)	129022	80649	5798	79521698180992190	720575940626732776	L	L	DN	DNg08	ITD	g	GLUT	0.83	GLUT		MX3
(126257, 80355, 5798)	126257	80355	5798	79310523228975246	720575940629240263	L	R	DN	DNge041		g	ACH	0.93	ACH		LB7__prim
(128386, 81990, 5798)	128386	81990	5798	79451398156293810	720575940619530187	L	R	DN	DNge100		g	ACH	0.84	ACH		
(127780, 82559, 5798)	127780	82559	5798	79381029412119831	720575940618594022	L	L	DN	DNp42	DLV	p	ACH	0.94	ACH	DNp42	PSp3
(129993, 76256, 5798)	129993	76256	5798	79591723327813597	720575940627731599	L	L	DN	DNbe004		b	GLUT	0.73	GLUT	PS066	putative_primary
(126845, 81284, 5798)	126845	81284	5798	79310591948455422	720575940641832333	L	L	DN	DNg52	DLT	g	GABA	0.55	unk		MD3
(126548, 81936, 5798)	126548	81936	5798	79310660667926096	720575940613589167	L	R	DN	DNge058		g	ACH	0.93	ACH		putative_primary
(128202, 83767, 5798)	128202	83767	5798	79451535595220961	720575940645537902	L	L	DN	DNde001		d	GLUT	0.66	GLUT	SAD041	putative_primary
(131046, 76010, 5798)	131046	76010	5798	79662092071985488	720575940651341558	L	L	DN	DNae010		a	ACH	0.65	ACH	PS016	WEDd1
(125456, 79594, 5798)	125456	79594	5798	79240154484790905	720575940627419676	L	R	DN	DNge034		g	GLUT	0.71	GLUT		MX12__prim
(126530, 82493, 5799)	126530	82493	5799	79310660667929186	720575940630695798	L	L	DN	DNge060		g	GLUT	0.4	unk		putative_primary
(125990, 82224, 5799)	125990	82224	5799	79310660667937413	720575940622537477	L	L	DN	DNge067		g	GABA	0.43	unk		putative_primary
(129593, 80271, 5798)	129593	80271	5798	79521629461520391	720575940621071495	L	R	DN	DNge091		g		0	unk		LB7
(129231, 74991, 5798)	129231	74991	5798	79521285864131939	720575940619341744	L	L	DN	DNpe008		p	ACH	0.75	ACH	PS225	PSp2
(124131, 78655, 5798)	124131	78655	5798	79169717021134408	720575940619524852	L	L	DN	DNg12_b	none	g	ACH	0.89	ACH		MX12
(123774, 79363, 5798)	123774	79363	5798	79099348276953067	720575940645047831	L	L	DN	DNg16	MTD-I	g	ACH	0.7	ACH		putative_primary
(129934, 76050, 5798)	129934	76050	5798	79521354583615406	720575940603874784	L	L	DN	DNpe055		p	ACH	0.85	ACH	PS167	putative_primary
(126786, 80638, 5798)	126786	80638	5798	79310591948463248	720575940628352850	L	L	DN	DNb05	DMT	b	ACH	0.92	ACH	DNb05	putative_primary
(126522, 81831, 5798)	126522	81831	5798	79310660667936251	720575940633293025	L	L	DN	DNge065		g	GABA	0.55	unk		putative_primary
(125267, 79609, 5798)	125267	79609	5798	79240154484798263	720575940627107721	L	R	DN	DNge036		g	ACH	0.9	ACH		putative_primary
(130437, 78033, 5798)	130437	78033	5798	79591860766747811	720575940617750070	L	L	DN	DNp39	MDA	p	ACH	0.73	ACH	PS297	putative_primary
(129922, 77689, 5798)	129922	77689	5798	79521492022567167	720575940630333911	L	R	DN	DNge114		g		0	unk		LB7
(126350, 80298, 5798)	126350	80298	5798	79310523228971759	720575940630106309	L	L	DN	DNpe001		p	ACH	0.82	ACH	IB111	putative_primary
(126761, 82279, 5798)	126761	82279	5798	79310660667931699	720575940610001220	L	L	DN	DNge173		g	ACH	0.84	ACH		MX12__prim
(130206, 76734, 5798)	130206	76734	5798	79591792047273308	720575940631498563	L	L	DN	DNa08	MTD-II	a	ACH	0.92	ACH	DNa08	WEDd1
(130097, 79632, 5798)	130097	79632	5798	79591998205707150	720575940620915224	L	R	DN	DNge089		g	ACH	0.83	ACH		LB7
(129795, 80298, 5798)	129795	80298	5798	79521629461509789	720575940627538434	L	R	DN	DNg79	MTD-I	g		0	unk		MD3
(128869, 81612, 5798)	128869	81612	5798	79451398156298558	720575940630808827	L	R	DN	DNg68	DLV	g	ACH	0.65	ACH		MX12__prim
(130203, 75866, 5798)	130203	75866	5798	79591723327813352	720575940627732361	L	R	DN	DNp26	MTD-I	p	ACH	0.76	ACH	DNp26	putative_primary
(129101, 75596, 5798)	129101	75596	5798	79521354583617867	720575940627924227	L	L	DN	DNpe014		p	ACH	0.93	ACH	PS294,PS295,PS298	putative_primary
(127685, 82927, 5799)	127685	82927	5799	79381098131583317	720575940622486644	L	R	DN	DNg45	DLV	g	ACH	0.86	ACH		
(126504, 73380, 5801)	126504	73380	5801	79310110912038835	720575940628132745	L	R	DN	DNp31	MTD-II	p	ACH	0.73	ACH	DNp31	putative_primary
(124212, 78970, 5798)	124212	78970	5798	79169717021141927	720575940628445169	L	L	DN	DNge024		g	ACH	0.66	ACH		MX12
(126132, 81848, 5798)	126132	81848	5798	79310660667930031	720575940624333802	L	R	DN	DNg37	DMT	g	ACH	0.81	ACH		putative_primary
(128303, 82128, 5798)	128303	82128	5798	79451398156291491	720575940626859283	L	R	DN	DNp60	DLV	p	ACH	0.8	ACH	CL139	SMPpv2_dorsal
(129539, 75118, 5798)	129539	75118	5798	79521285864140404	720575940623556755	L	L	DN	DNpe016		p	ACH	0.92	ACH	PS211	PSp2
(130355, 78153, 5798)	130355	78153	5798	79591860766745140	720575940622540899	L	R	DN	DNb02	ITD	b		0	unk	DNb02	putative_primary
(127910, 82763, 5799)	127910	82763	5799	79381098131570133	720575940628858640	L	R	DN	DNp66		p	ACH	0.89	ACH	AVLP499	VLPl&p2_posterior
(130080, 74951, 5798)	130080	74951	5798	79591654608322841	720575940615715003	L	R	DN	DNg96		g	GLUT	0.56	unk		MX3
(123558, 79085, 5798)	123558	79085	5798	79099348276954053	720575940621923837	L	L	DN	DNge008		g	ACH	0.8	ACH		putative_primary
(130996, 78632, 5798)	130996	78632	5798	79662298230407700	720575940619038493	L	R	DN	DNpe042		p	ACH	0.75	ACH	CL262	putative_primary
(128869, 75242, 5798)	128869	75242	5798	79450917119970917	720575940623467527	L	L	DN	DNp40		p	ACH	0.9	ACH	PS236	putative_primary
(129303, 74920, 5798)	129303	74920	5798	79521285864140289	720575940617802699	L	L	DN	DNpe008		p	ACH	0.76	ACH	PS226	PSp2
(129409, 74714, 5798)	129409	74714	5798	79521285864136543	720575940622505511	L	L	DN	DNpe015		p		0	unk		PSp2
(126097, 79700, 5798)	126097	79700	5798	79310523228968735	720575940604103084	L	L	DN	DNp33	ITD	p		0	unk	SAD095	putative_primary
(124402, 78618, 5798)	124402	78618	5798	79169717021136486	720575940622797244	L	L	DN	DNg12_c	none	g	ACH	0.65	ACH		MX12
(131156, 78093, 5798)	131156	78093	5798	79662229510925048	720575940629509948	L	L	DN	DNp25	MDA	p		0	unk	DNp25	DM2_central
(126995, 81211, 5798)	126995	81211	5798	79380960692621377	720575940627482114	L	L	DN	DNd03	DLT	d		0	unk		putative_primary
(129202, 77662, 5798)	129202	77662	5798	79521492022574278	720575940623776235	L	R	DN	DNge117		g		0	unk		LB6
(129709, 75984, 5798)	129709	75984	5798	79521354583622209	720575940613717138	L	R	DN	DNb04	MTD-I	b	GLUT	0.57	unk	DNb04	putative_primary
(127660, 82002, 5798)	127660	82002	5798	79381029412121827	720575940631333195	L	L	DN	DNd05		d	ACH	0.83	ACH	CL124	putative_primary
(128619, 81911, 5798)	128619	81911	5798	79451398156298799	720575940639428174	L	R	DN	DNp23	DLV	p	ACH	0.93	ACH	DNp23	SMPpv2_dorsal
(126796, 80296, 5798)	126796	80296	5798	79310523228980965	720575940629490476	L	L	DN	aSP22	DMT	a	ACH	0.88	ACH	DNa08	WEDd1
(124190, 78813, 5798)	124190	78813	5798	79169717021142889	720575940618519454	L	L	DN	DNge025		g	ACH	0.81	ACH		MX12
(128341, 81106, 5798)	128341	81106	5798	79451329436819749	720575940616401467	L	L	DN	DNg08	ITD	g		0	unk		MX3
(130710, 80679, 5798)	130710	80679	5798	79592066925185787	720575940632903737	L	R	DN	DNp34	MTD-I	p	ACH	0.94	ACH	DNp34	putative_primary
(130679, 77153, 5798)	130679	77153	5798	79591792047282915	720575940630607738	L	L	DN	DNae007		a	ACH	0.75	ACH	VES009	WEDd1
(123641, 79936, 5798)	123641	79936	5798	79099416996431402	720575940625306603	L	L	DN	DNge011		g	ACH	0.58	unk		putative_primary
(127099, 75883, 5798)	127099	75883	5798	79380617095266260	720575940638175558	L	R	DN	DNge072		g	ACH	0.66	ACH		LB6
(126762, 81891, 5798)	126762	81891	5798	79310660667931457	720575940617950877	L	R	DN	DNge063		g	GABA	0.57	unk		putative_primary
(129961, 75390, 5798)	129961	75390	5798	79521285864139512	720575940627166851	L	L	DN	DNp41	ITD	p	ACH	0.61	unk	PS294,PS295,PS298	putative_primary
(130303, 82761, 5798)	130303	82761	5798	79592204364131741	720575940634617952	L	L	DN	DNg57	VTV	g	ACH	0.85	ACH		LB23
(130681, 77366, 5798)	130681	77366	5798	79591792047246088	720575940617140597	L	L	DN	DNpe024		p	ACH	0.88	ACH	CL325	PSp2
(127440, 82900, 5799)	127440	82900	5799	79381098131588259	720575940625182341	L	L	DN	DNge083		g	GLUT	0.6	unk		putative_primary
(128699, 81787, 5798)	128699	81787	5798	79451398156303715	720575940634458719	L	L	DN	DNpe056		p	ACH	0.93	ACH	PVLP146	putative_primary
(129294, 75974, 5798)	129294	75974	5798	79521354583613935	720575940622160560	L	R	DN	DNg71	MTD-I	g	GLUT	0.76	GLUT		MD3
(129888, 79807, 5798)	129888	79807	5798	79521629461518780	720575940638094911	L	R	DN	DNge091		g		0	unk		LB7
(129589, 75550, 5798)	129589	75550	5798	79521354583609603	720575940622550089	L	R	DN	DNp07	MTD-I	p	ACH	0.58	unk	DNp07	putative_primary
(128148, 81865, 5798)	128148	81865	5798	79451398156296256	720575940609417995	L	L	DN	DNge147		g	ACH	0.76	ACH		MX12
(126903, 83131, 5799)	126903	83131	5799	79381098131579187	720575940653614838	L	L	DN	DNbe002		b		0	unk		putative_primary
(131054, 81335, 5798)	131054	81335	5798	79662435669354641	720575940627044885	L	R	DN	DNge141		g	GABA	0.61	unk		MX3
(129304, 74996, 5798)	129304	74996	5798	79521285864129439	720575940625890812	L	L	DN	DNpe008		p		0	unk	PS228	PSp2
(124935, 79408, 5798)	124935	79408	5798	79240085765331730	720575940626179614	L	R	DN	DNg72	DMT	g		0	unk		MX7__prim
(128774, 81713, 5798)	128774	81713	5798	79451398156294907	720575940639919824	L	L	DN	DNpe010		p	GLUT	0.59	unk	PS275	PSp3
(127786, 82104, 5798)	127786	82104	5798	79381029412123114	720575940628669545	L	R	DN	DNge082		g	ACH	0.84	ACH		putative_primary
(128213, 81063, 5798)	128213	81063	5798	79451329436815819	720575940660269185	L	L	DN	DNg106		g	GLUT	0.44	unk		MX3
(129812, 75113, 5798)	129812	75113	5798	79521285864134405	720575940621226484	L	R	DN	DNb04	MTD-I	b	GLUT	0.54	unk	DNb04	putative_primary
(129414, 75390, 5798)	129414	75390	5798	79521285864140842	720575940629866283	L	L	DN	DNpe017		p	GABA	0.57	unk	hb-1406000196	putative_primary
(129575, 75886, 5798)	129575	75886	5798	79521354583623444	720575940627620593	L	L	DN	DNpe019		p	ACH	0.72	ACH	PS296	putative_primary
(129020, 81491, 5798)	129020	81491	5798	79521698180993824	720575940635872101	L	L	DN	DNp09	DLV	p	ACH	0.89	ACH	DNp09	SMPpv2_ventral
(128492, 81949, 5798)	128492	81949	5798	79451398156295066	720575940660229505	L	R	DN	DNg31	VLT	g		0	unk		MD3
(130556, 76465, 5798)	130556	76465	5798	79591792047276996	720575940613408552	L	L	DN	DNa13	MTD-III	a	ACH	0.81	ACH	LAL041	WEDd1
(124676, 79269, 5798)	124676	79269	5798	79169717021144139	720575940627500279	L	L	DN	DNg12_e	none	g	ACH	0.5	unk		MX12
(129640, 74789, 5798)	129640	74789	5798	79521285864125920	720575940626009852	L	R	DN	DNp05	MTD-I	p	ACH	0.8	ACH	DNp05	putative_primary
(124867, 79083, 5798)	124867	79083	5798	79240085765332825	720575940645534516	L	L	DN	DNg95		g		0	unk		MX12
(129269, 75067, 5798)	129269	75067	5798	79521285864135540	720575940627560236	L	L	DN	DNpe008		p		0	unk	PS224	PSp2
(129209, 75759, 5798)	129209	75759	5798	79521354583620724	720575940618440000	L	L	DN	DNp18	MTD-I	p		0	unk	DNp18	putative_primary
(130367, 78492, 5798)	130367	78492	5798	79591929486216742	720575940617663093	L	R	DN	DNg51	ITD	g	ACH	0.79	ACH		LB7
(123826, 78595, 5798)	123826	78595	5798	79169717021139647	720575940615623051	L	L	DN	DNg12_b	none	g		0	unk		MX12
(128177, 82142, 5798)	128177	82142	5798	79451398156288867	720575940627496829	L	L	DN	DNp37		p	ACH	0.67	ACH	vpoDN	putative_primary
(125427, 80027, 5798)	125427	80027	5798	79240154484796139	720575940639726141	L	R	DN	DNge035		g	ACH	0.82	ACH		putative_primary
(126816, 80794, 5798)	126816	80794	5798	79310591948447213	720575940622147873	L	L	DN	DNge043		g	GABA	0.44	unk	hb-1499778528	putative_primary
(129132, 74907, 5798)	129132	74907	5798	79521285864133105	720575940642411917	L	L	DN	DNpe054		p		0	unk	DNp16/17	PSp2
(124468, 78715, 5798)	124468	78715	5798	79169717021139714	720575940639634304	L	R	DN	DNge022		g	ACH	0.89	ACH		putative_primary
(126376, 81183, 5798)	126376	81183	5798	79310591948468568	720575940620300308	L	R	DN	DNg97		g	ACH	0.82	ACH		MX3
(129510, 74888, 5798)	129510	74888	5798	79521285864133058	720575940607854793	L	L	DN	DNpe011		p	ACH	0.79	ACH	DNp16	PSp2
(124713, 74027, 5798)	124713	74027	5798	79169373423691988	720575940618182480	L	L	DN	DNg01	MTD-II	g		0	unk		LB12
(125295, 76501, 5798)	125295	76501	5798	79239948326379664	720575940617074393	L	L	DN	DNg12_a	none	g	ACH	0.78	ACH		MX12
(126721, 80841, 5798)	126721	80841	5798	79310591948455094	720575940636029807	L	R	DN	DNg72	DMT	g		0	unk		MX7__prim
(129899, 75686, 5798)	129899	75686	5798	79521354583610984	720575940634253281	L	L	DN	DNae003		a	ACH	0.74	ACH	PS040	WEDd1
(129280, 74685, 5798)	129280	74685	5798	79521285864134145	720575940637612974	L	L	DN	DNge105		g	ACH	0.69	ACH		MX12
(124907, 79281, 5798)	124907	79281	5798	79240085765331664	720575940606222014	L	R	DN	DNge033		g	ACH	0.53	unk		LB6
(125548, 80432, 5798)	125548	80432	5798	79240154484801138	720575940620760692	L	R	DN	DNg50	DLT	g		0	unk		putative_primary
(128903, 75393, 5798)	128903	75393	5798	79450985839445092	720575940615043368	L	L	DN	DNp22	ITD	p	ACH	0.57	unk		putative_primary
(129131, 83848, 5798)	129131	83848	5798	79521904339410413	720575940615378399	L	R	DN	DNg83	VTV	g	GABA	0.71	GABA		MX3
(128074, 82068, 5798)	128074	82068	5798	79451398156282525	720575940631629160	L	R	DN	DNg47	VLT	g	ACH	0.76	ACH		putative_primary
(129067, 74943, 5798)	129067	74943	5798	79521285864140286	720575940630071583	L	L	DN	DNp17	ITD	p		0	unk	DNp16/17	PSp2
(127645, 81739, 5798)	127645	81739	5798	79381029412116654	720575940634862943	L	R	DN	DNge076		g	GABA	0.55	unk		putative_primary
(129863, 81257, 5798)	129863	81257	5798	79521698180996076	720575940625539984	L	L	DN	DNp49	DLV	p	GLUT	0.73	GLUT	DNp49	PSp3
(128913, 81746, 5798)	128913	81746	5798	79451398156292501	720575940624349993	L	L	DN	DNp70		p	ACH	0.7	ACH	CL305	SMPpv2_ventral
(124340, 79187, 5798)	124340	79187	5798	79169717021143109	720575940631035603	L	L	DN	DNge024		g		0	unk		MX12
(123680, 75885, 5798)	123680	75885	5798	79099142118528653	720575940632043576	L	R	DN	DNg108		g	GABA	0.46	unk		putative_primary
(126676, 81762, 5798)	126676	81762	5798	79310660667931394	720575940615023535	L	R	DN	DNge062		g	ACH	0.94	ACH		putative_primary
(128922, 80718, 5798)	128922	80718	5798	79451329436802512	720575940631593753	L	L	DN	DNg08	ITD	g	GLUT	0.73	GLUT		MX3
(129997, 80254, 5798)	129997	80254	5798	79591998205711134	720575940611237594	L	L	DN	DNpe028		p	ACH	0.79	ACH	IB046	putative_primary
(131337, 79522, 5798)	131337	79522	5798	79662366949905920	720575940614137907	L	L	DN	DNp104		p	ACH	0.83	ACH	CL324	PSp2
(129747, 75302, 5798)	129747	75302	5798	79521285864136868	720575940636933722	L	L	DN	DNp41	ITD	p	ACH	0.86	ACH	PS294,PS295,PS298	putative_primary
(128187, 83494, 5798)	128187	83494	5798	79451466875749870	720575940613307033	L	L	DN	DNde006		d	GLUT	0.68	GLUT		putative_primary
(125800, 80146, 5798)	125800	80146	5798	79240154484807293	720575940616400470	L	L	DN	DNge039		g	ACH	0.6	unk		putative_primary
(127532, 81377, 5798)	127532	81377	5798	79380960692619141	720575940629312300	L	L	DN	DNp56	none	p	ACH	0.93	ACH	VES055	putative_primary
(129246, 75147, 5798)	129246	75147	5798	79521285864137881	720575940630671734	L	L	DN	DNp17	ITD	p		0	unk	DNp17	PSp2
(130772, 76548, 5798)	130772	76548	5798	79591792047276014	720575940616286175	L	L	DN	DNa13	MTD-III	a	ACH	0.79	ACH	LAL041	WEDd1
(127238, 81347, 5798)	127238	81347	5798	79380960692631997	720575940627845704	L	R	DN	DNge148		g	ACH	0.8	ACH		putative_primary
(124378, 79080, 5798)	124378	79080	5798	79169717021137830	720575940632302151	L	L	DN	DNge019		g	ACH	0.45	unk		MX12
(123441, 75867, 5798)	123441	75867	5798	79099142118534423	720575940623164685	L	L	DN	DNge003		g	ACH	0.9	ACH		putative_primary
(130136, 83205, 5798)	130136	83205	5798	79592204364128829	720575940631982952	L	L	DN	DNge132		g	ACH	0.89	ACH		putative_primary
(128762, 81062, 5798)	128762	81062	5798	79451329436817153	720575940618167579	L	L	DN	DNae001		a	ACH	0.87	ACH	DNa01	WEDd1
(127879, 82355, 5798)	127879	82355	5798	79381029412113032	720575940643347616	L	L	DN	DNp55	DLV	p	ACH	0.9	ACH	WED180	putative_primary
(123359, 79328, 5798)	123359	79328	5798	79099348276953040	720575940626993694	L	L	DN	DNge007		g	ACH	0.67	ACH		LB6
(124652, 79323, 5798)	124652	79323	5798	79169717021149290	720575940612603289	L	R	DN	DNg75	DLT	g	ACH	0.85	ACH	hb-1874217622	putative_primary
(131074, 76241, 5798)	131074	76241	5798	79662092071988426	720575940624426680	L	L	DN	DNp45	VTV	p	ACH	0.88	ACH	PVLP117	putative_primary
(126930, 82325, 5798)	126930	82325	5798	79381029412117066	720575940628869648	L	R	DN	DNge077		g	ACH	0.77	ACH		putative_primary
(123832, 78708, 5798)	123832	78708	5798	79169717021144933	720575940631545960	L	R	DN	DNg109		g		0	unk		putative_primary
(124471, 79006, 5798)	124471	79006	5798	79169717021137814	720575940634198926	L	L	DN	DNge019		g	ACH	0.86	ACH		MX12
(131383, 76162, 5798)	131383	76162	5798	79662092071984252	720575940629170250	L	R	DN	DNp57	MTD-I	p	ACH	0.81	ACH	PS195	putative_primary
(131448, 79113, 5798)	131448	79113	5798	79662298230417722	720575940623786376	L	L	DN	DNp24	MDA	p		0	unk	DNp24	putative_primary
(129015, 74883, 5798)	129015	74883	5798	79521285864153259	720575940619090541	L	L	DN	DNpe009		p		0	unk	PS226	PSp2
(123921, 78277, 5798)	123921	78277	5798	79169648301668599	720575940629012227	L	R	DN	DNg81	none	g		0	unk		putative_primary
(129831, 75861, 5798)	129831	75861	5798	79521354583628811	720575940626982181	L	L	DN	DNge107		g	ACH	0.7	ACH		MD3
(126421, 80214, 5798)	126421	80214	5798	79310523228985529	720575940611735514	L	L	DN	DNa11	DMT	a	ACH	0.75	ACH	VES008	WEDd1
(125870, 80349, 5798)	125870	80349	5798	79240154484788997	720575940647029044	L	R	DN	DNg105		g	GLUT	0.39	unk		MX3
